15753000,3453300,100,P,@F,0
15869000,3450000,100,P,@F,0
15870000,3450100,100,P,@F,0
16768000,3453400,100,P,@F,0
20357000,3455000,100,P,@F,0
20764000,3460000,100,P,T,0
20855000,3465000,100,P,T,0
21546000,3458000,100,P,@F,0
21551000,3458000,200,P,T,0
21904000,3463700,100,P,T,0
22024000,3463700,400,P,T,0
23221000,3462000,200,P,T,0
23236000,3462000,200,P,T,0
23251000,3462000,200,P,T,0
23283000,3462400,100,P,T,0
23283000,3462000,100,P,T,0
23358000,3462000,300,P,T,0
23578000,3461000,100,P,T,0
23748000,3461000,300,P,T,0
24191000,3465000,200,P,@F,0
24258000,3465000,100,P,T,0
24295000,3465000,200,P,T,0
25047000,3465000,300,P,T,0
25047000,3465000,100,P,T,0
25047000,3465000,400,P,T,0
25147000,3465000,200,P,T,0
25147000,3465000,100,P,T,0
25207000,3465000,1000,P,T,0
25222000,3465000,400,P,@F,0
25265000,3462000,1000,P,@F,0
25405000,3460000,385,P,T,0
25423000,3464000,100,P,@F,0
25502000,3460000,200,Q,@F,0
25502000,3460000,100,Q,@F,0
25554000,3462900,100,P,@F,0
25559000,3462900,100,P,@F,0
25665000,3459300,100,P,T,0
25665000,3459300,100,P,T,0
25665000,3459200,100,P,T,0
25675000,3459100,100,P,@F,0
25698000,3462600,100,Q,T,0
25698000,3463100,100,P,@F,0
25698000,3459000,100,P,@F,0
25782000,3459000,500,P,@F,0
25784000,3459000,295,P,T,0
25808000,3459800,100,P,@F,0
25841000,3459100,100,P,T,0
25922000,3458500,250,P,T,0
25932000,3458000,100,P,T,0
25984000,3455200,100,P,T,0
25984000,3455200,200,P,T,0
25984000,3455200,100,P,T,0
25984000,3455200,100,P,T,0
26002000,3455200,200,P,T,0
26002000,3455200,200,P,T,0
26004000,3455100,100,P,@F,0
26004000,3455100,100,P,@F,0
26007000,3455200,100,P,T,0
26048000,3455200,500,P,T,0
26257000,3451300,100,P,T,0
26326000,3453800,100,Q,@F,0
26347000,3453800,100,P,T,0
26423000,3455100,100,P,T,0
26432000,3455100,100,P,T,0
26452000,3455200,100,P,@F,0
26452000,3455200,100,P,@F,0
26452000,3455200,100,P,@F,0
26452000,3455200,100,P,@F,0
26473000,3457400,100,P,@F,0
26474000,3457400,100,P,@F,0
26474000,3457400,100,P,@F,0
26474000,3457400,100,P,@F,0
26474000,3457400,100,P,@F,0
26474000,3457400,100,P,@F,0
26474000,3457400,100,P,@F,0
26474000,3457400,100,P,@F,0
26474000,3457400,100,P,@F,0
26474000,3457400,100,P,@F,0
26536000,3457400,100,P,@F,0
26544000,3457400,300,Q,@F,0
26900000,3457000,100,Q,@F,0
26932000,3457500,100,P,@F,0
26933000,3457000,350,P,T,0
26971000,3456400,100,Q,T,0
27054000,3457700,150,P,T,0
27077000,3456800,100,Q,@F,0
27168000,3454000,100,Q,@F,0
27173000,3454000,100,Q,@F,0
27174000,3454000,200,Q,T,0
27290000,3453900,100,P,T,0
27296000,3453800,100,P,T,0
27297000,3453800,275,P,T,0
27736000,3455000,500,P,T,0
28009000,3456800,100,P,T,0
28022000,3456900,200,P,T,0
28029000,3456900,100,Q,@F,0
28029000,3456900,400,P,@F,0
28030000,3456900,200,P,T,0
28031000,3455100,410,P,@F,0
28034000,3457300,100,P,T,0
28034000,3457300,100,P,T,0
28055000,3457200,100,P,T,0
28055000,3457200,100,P,T,0
28179000,3457200,100,Q,@F,0
28329000,3457100,100,P,T,0
28362000,3457100,100,P,T,0
28479000,3456500,100,Q,@F,0
28513000,3457400,100,Q,@F,0
28513000,3457500,100,P,@F,0
28514000,3457500,500,P,T,0
28514000,3457500,415,P,T,0
28515000,3457700,100,Q,@F,0
28515000,3457700,100,Q,@F,0
28518000,3457100,100,Q,@F,0
28529000,3458300,100,P,T,0
28531000,3458300,175,P,T,0
28548000,3458000,100,P,T,0
28615000,3457100,100,P,T,0
28792000,3457000,100,Q,T,0
28792000,3456800,100,Q,T,0
28792000,3456500,100,Q,T,0
28795000,3456500,100,Q,T,0
28795000,3456500,200,Q,T,0
28800000,3456500,612,Q,@F,0
28800000,3456200,114,P,@F,0
28800000,3455100,200,P,@F,0
28801000,3456400,200,K,T,0
28801000,3454000,107,K,T,0
28805000,3454200,100,P,@F,0
28805000,3454100,100,Q,@F,0
28805000,3454000,100,K,T,0
28805000,3452100,175,Q,@F,0
28809000,3456000,100,Q,@F,0
28812000,3455900,100,Q,@F,0
28813000,3454300,100,P,@F,0
28813000,3454200,100,Q,@F,0
28814000,3454000,175,P,@F,0
28815000,3454200,300,Q,@F,0
28815000,3456000,190,Q,T,0
28815000,3454500,200,P,@F,0
28815000,3454000,125,P,T,0
28818000,3454000,100,K,T,0
28821000,3454000,100,K,T,0
28829000,3455400,150,Q,T,0
28836000,3454000,200,K,T,0
28837000,3454000,100,K,T,0
28838000,3454000,300,Q,@F,0
28838000,3454200,100,P,@F,0
28839000,3453600,200,Q,@F,0
28840000,3453600,200,Q,@F,0
28843000,3453600,500,Q,T,0
28845000,3453600,100,Q,@F,0
28846000,3453600,200,Q,@F,0
28846000,3455800,100,P,T,0
28846000,3453300,200,K,T,0
28847000,3453300,200,K,T,0
28847000,3453300,400,K,T,0
28847000,3453300,200,K,T,0
28848000,3453200,200,P,T,0
28848000,3453400,230,Q,@F,0
28848000,3452500,200,P,@F,0
28852000,3451900,100,P,T,0
28853000,3453800,100,Q,T,0
28855000,3451700,100,Q,@F,0
28856000,3451200,100,P,T,0
28856000,3452100,100,Q,@F,0
28856000,3452100,622,Q,@F,0
28891000,3453900,175,Q,@F,0
28892000,3454000,150,Q,@F,0
28892000,3454000,200,Q,@F,0
28892000,3454000,200,Q,@F,0
28893000,3454000,400,Q,@F,0
28893000,3454200,100,P,T,0
28903000,3455000,150,Q,@F,0
28903000,3455000,800,Q,@F,0
28925000,3454700,300,Q,@F,0
28925000,3454500,100,P,T,0
28925000,3454500,100,P,T,0
28927000,3454400,950,Q,@F,0
28928000,3454400,100,Q,@F,0
28928000,3454400,150,Q,@F,0
28934000,3454000,100,Q,@F,0
28942000,3454000,100,K,T,0
28942000,3454000,195,K,T,0
28945000,3453500,100,Q,@F,0
28949000,3453200,100,K,T,0
28953000,3453100,100,K,T,0
28955000,3455000,200,Q,@F,0
