34200000,248400,1320,Q,@O,0
34200000,248400,1320,Q,Q,0
34323000,248200,100,Q,,0
34407000,248600,500,D,,0
34407000,248600,100,Q,,0
34407000,248100,1900,D,,0
34424000,245300,183,D,,0
34475000,246700,100,Z,@F,0
34539000,248500,100,K,,0
35145000,248600,900,D,,0
35148000,248600,200,D,,0
35928000,249500,100,Q,,0
36061000,249400,104,D,,0
37437000,249100,100,D,,0
37437000,249100,400,Q,@F,0
37897000,249000,300,Q,@F,0
38257000,248300,100,D,,0
38269000,248900,1000,Q,@F,0
38270000,248900,100,P,,0
38304000,248500,100,Q,,0
38345000,248500,100,Q,,0
39144000,249000,200,Q,,0
39144000,249000,100,Q,,0
39756000,249000,1902,Q,@F,0
39786000,248500,100,Q,,0
41401000,248700,100,Q,@F,0
41862000,248900,227,D,,0
41952000,248900,993,Q,@F,0
42600000,249000,1912,D,,0
42931000,249000,195,D,,0
42973000,248900,100,P,,0
42973000,248900,100,P,,0
42973000,248900,100,P,,0
42973000,248900,307,P,,0
43475000,248900,100,D,,0
43476000,248800,100,D,,0
44354000,248900,100,D,,0
44356000,248900,100,D,,0
46776000,248500,100,P,,0
46796000,248400,100,Q,,0
47462000,248600,100,Z,@F,0
47462000,248600,100,Z,@F,0
47462000,248600,100,Q,,0
47462000,248600,100,P,@F,0
48318000,248600,300,D,,0
48354000,248200,100,P,,0
48354000,248200,100,P,,0
49391000,248700,100,Z,,0
49681000,248700,100,Q,,0
49691000,248000,100,D,,0
49992000,248600,100,P,,0
50066000,248600,200,D,,0
50066000,248700,200,D,,0
50245000,248000,100,D,,0
50332000,248600,100,Q,,0
50702000,248700,100,Q,,0
51836000,248800,100,Z,@F,0
51936000,248500,100,Q,,0
51936000,248500,100,P,,0
51938000,248100,100,P,,0
51993000,248800,100,Q,,0
52183000,248800,100,Q,,0
52403000,248800,100,Q,,0
52579000,248800,502,Q,@F,0
52653000,248800,100,Q,,0
52983000,248700,100,Q,,0
53044000,248200,100,P,,0
53522000,248000,100,Z,,0
53827000,248000,100,Z,,0
53827000,248000,100,Q,,0
53888000,248000,100,P,,0
54071000,248200,100,Q,@F,0
54121000,248200,100,Q,,0
54140000,248400,600,D,,0
55384000,248200,100,Q,,0
55408000,248500,200,Q,,0
55639000,248100,100,Q,,0
55639000,248100,100,Q,,0
55639000,248100,100,Q,,0
55645000,248000,100,P,,0
55820000,248000,100,P,,0
55820000,248000,100,P,,0
56019000,248500,300,Q,,0
56019000,248500,100,Q,,0
56019000,248500,100,Q,,0
56019000,248500,100,Q,,0
56019000,248500,100,Q,,0
56019000,248500,100,Q,,0
56019000,248500,100,P,,0
56168000,248100,200,Q,@F,0
56168000,248100,100,D,,0
56168000,248000,100,P,@F,0
56168000,248000,100,P,@F,0
56168000,248000,300,P,@F,0
56168000,248100,300,D,,0
56169000,248100,100,D,,0
56170000,248100,100,D,,0
56170000,248100,300,D,,0
56170000,248200,200,D,,0
56358000,248100,500,D,,0
56408000,248200,100,Q,,0
56408000,248200,100,Q,,0
56461000,248300,500,D,,0
56510000,248300,100,Z,,0
56510000,248300,100,Q,@F,0
56510000,248300,100,Q,,0
56518000,248300,300,D,,0
56519000,248300,300,D,,0
56584000,248600,100,Q,@F,0
56634000,248500,128,Q,@F,0
56758000,248100,200,D,,0
56758000,248100,200,D,,0
56758000,248100,300,D,,0
56763000,248100,100,Z,,0
56882000,248300,700,D,,0
56906000,248400,100,Q,,0
56923000,248300,100,Q,@F,0
56923000,248300,200,D,,0
56923000,248300,200,D,,0
56964000,248300,500,C,@F,0
56965000,248300,500,D,,0
57036000,248300,100,Q,@F,0
57036000,248300,200,C,@F,0
57036000,248100,100,Z,@F,0
57036000,248100,108,Z,@F,0
57036000,248100,100,K,@F,0
57036000,248100,100,Q,@F,0
57036000,248100,192,Q,@F,0
57037000,248100,100,P,@F,0
57037000,248100,100,D,,0
57037000,248100,100,D,,0
57037000,248300,200,D,,0
57037000,248100,100,D,,0
57037000,248100,100,D,,0
57039000,248300,100,D,,0
57039000,248100,192,D,,0
57039000,248100,108,D,,0
57094000,248300,100,D,,0
57179000,248300,100,D,,0
57197000,248300,300,D,,0
57198000,248300,300,D,,0
57281000,248200,200,Q,,0
57286000,248300,100,D,,0
57286000,248300,200,K,,0
57286000,248300,100,Z,,0
57286000,248300,100,Z,,0
57286000,248200,100,Q,,0
57286000,248300,100,Q,,0
57286000,248300,200,D,,0
57311000,248100,271,Q,,0
57311000,248200,100,Q,@F,0
57407000,247300,100,D,,0
57486000,248200,250,D,,0
57486000,248100,250,D,,0
57505000,248200,100,Q,,0
57530000,248200,100,Q,,0
57558000,248200,165,Q,,0
57572000,248200,285,Q,@F,0
57579000,248200,100,Q,,0
57579000,248200,100,Q,,0
57600000,247900,999,Q,@6,0
57600000,247900,999,Q,M,0
57600000,248200,100,P,M,0
57607000,247900,137,D,@4,0
59086000,247900,105,D,@,0
60011000,250000,100,K,T,0
60415000,250000,3700,Q,@F,0
60418000,249400,2146,D,W,0
61164000,257400,350,Q,T,0
64408000,255000,500,P,@F,0
65661000,255000,1600,P,@F,0
